,t # 0
42040,e 3 6 0
42041,e 3 12 0
42042,e 3 9 0
42043,e 4 5 0
42044,e 4 6 0
42045,e 4 9 0
42046,e 5 7 0
42047,e 5 6 0
42048,e 6 7 0
42049,e 7 20 0
42050,e 7 11 0
42051,e 8 10 0
42052,e 8 9 0
42053,e 9 10 0
42054,e 9 11 0
42055,e 10 11 0
42056,e 11 25 0
42057,e 12 24 0
42058,e 12 19 0
42059,e 12 13 0
42060,e 12 20 0
42061,e 12 25 0
42062,e 13 24 0
42063,e 13 18 0
42064,e 13 17 0
42065,e 13 19 0
42066,e 13 22 0
42067,e 13 14 0
42068,e 13 23 0
42069,e 14 16 0
42070,e 14 18 0
42071,e 14 23 0
42072,e 14 22 0
42073,e 14 17 0
42074,e 14 15 0
42075,e 14 21 0
42076,e 15 16 0
42077,e 15 21 0
42078,e 16 17 0
42079,e 17 18 0
42080,e 18 19 0
42081,e 19 20 0
42082,e 19 25 0
42083,e 20 25 0
42084,e 21 22 0
42085,e 22 23 0
42086,e 23 24 0
42087,e 24 25 0
42088,t # 450
42089,v 0 0
42090,v 1 0
42091,v 2 0
42092,v 3 0
42093,v 4 0
42094,v 5 0
42095,v 6 1
42096,v 7 1
42097,v 8 1
42098,v 9 1
42099,v 10 1
42100,v 11 1
42101,v 12 1
42102,v 13 1
42103,v 14 1
42104,v 15 1
42105,v 16 2
42106,v 17 2
42107,v 18 2
42108,v 19 2
42109,v 20 2
42110,v 21 2
42111,v 22 2
42112,v 23 2
42113,v 24 2
42114,v 25 2
42115,e 0 16 0
42116,e 0 4 0
42117,e 0 1 0
42118,e 1 16 0
42119,e 1 17 0
42120,e 1 2 0
42121,e 2 16 0
42122,e 2 17 0
42123,e 2 23 0
42124,e 3 4 0
42125,e 3 21 0
42126,e 4 5 0
42127,e 4 21 0
42128,e 4 22 0
42129,e 5 22 0
42130,e 5 21 0
42131,e 6 18 0
42132,e 6 17 0
42133,e 6 19 0
42134,e 7 8 0
42135,e 7 19 0
42136,e 8 20 0
42137,e 8 12 0
42138,e 8 9 0
42139,e 8 14 0
42140,e 9 13 0
42141,e 9 10 0
42142,e 9 15 0
42143,e 9 20 0
42144,e 10 14 0
42145,e 10 15 0
42146,e 11 18 0
42147,e 11 23 0
42148,e 11 19 0
42149,e 11 22 0
42150,e 12 13 0
42151,e 12 24 0
42152,e 12 19 0
42153,e 13 14 0
42154,e 13 25 0
42155,e 14 20 0
42156,e 14 25 0
42157,e 14 15 0
42158,e 17 23 0
42159,e 17 24 0
42160,e 18 19 0
42161,e 20 25 0
42162,e 21 22 0
42163,e 23 24 0
42164,e 23 25 0
42165,e 24 25 0
42166,t # 451
42167,v 0 0
42168,v 1 0
42169,v 2 0
42170,v 3 0
42171,v 4 0
42172,v 5 0
42173,v 6 1
42174,v 7 1
42175,v 8 1
42176,v 9 1
42177,v 10 1
42178,v 11 1
42179,v 12 1
42180,v 13 1
42181,v 14 1
42182,v 15 1
42183,v 16 1
42184,v 17 1
42185,v 18 1
42186,v 19 1
42187,v 20 1
42188,v 21 1
42189,v 22 1
42190,v 23 1
42191,v 24 1
42192,v 25 1
42193,v 26 1
42194,v 27 1
42195,v 28 1
42196,v 29 1
42197,v 30 1
42198,v 31 1
42199,v 32 1
42200,v 33 1
42201,e 0 1 0
42202,e 0 4 0
42203,e 1 6 0
42204,e 1 3 0
42205,e 1 2 0
42206,e 2 12 0
42207,e 2 3 0
42208,e 2 4 0
42209,e 2 9 0
42210,e 3 4 0
42211,e 4 23 0
42212,e 5 20 0
42213,e 5 6 0
42214,e 5 9 0
42215,e 5 26 0
42216,e 6 23 0
42217,e 6 9 0
42218,e 7 13 0
42219,e 7 10 0
42220,e 7 17 0
42221,e 8 10 0
42222,e 8 24 0
42223,e 8 11 0
42224,e 8 25 0
42225,e 8 14 0
42226,e 9 20 0
42227,e 10 11 0
42228,e 11 24 0
42229,e 11 22 0
42230,e 12 16 0
42231,e 13 16 0
42232,e 13 17 0
42233,e 13 21 0
42234,e 14 18 0
42235,e 14 32 0
42236,e 15 18 0
42237,e 15 33 0
42238,e 15 19 0
42239,e 17 21 0
42240,e 18 28 0
42241,e 19 29 0
42242,e 19 33 0
42243,e 20 23 0
42244,e 21 24 0
42245,e 21 31 0
42246,e 22 25 0
42247,e 22 28 0
42248,e 24 25 0
42249,e 26 30 0
42250,e 27 30 0
42251,e 27 31 0
42252,e 28 32 0
42253,e 29 32 0
42254,e 29 33 0
42255,t # 452
42256,v 0 0
42257,v 1 0
42258,v 2 0
42259,v 3 0
42260,v 4 1
42261,v 5 1
42262,v 6 1
42263,v 7 1
42264,v 8 1
42265,v 9 1
42266,v 10 2
42267,v 11 2
42268,v 12 2
42269,v 13 2
42270,v 14 2
42271,v 15 2
42272,v 16 2
42273,v 17 2
42274,v 18 2
42275,v 19 2
42276,e 0 10 0
42277,e 0 1 0
42278,e 0 3 0
42279,e 1 10 0
42280,e 1 3 0
42281,e 2 10 0
42282,e 2 3 0
42283,e 3 10 0
42284,e 3 15 0
42285,e 4 5 0
42286,e 4 11 0
42287,e 4 15 0
42288,e 4 12 0
42289,e 4 16 0
42290,e 5 7 0
42291,e 5 12 0
42292,e 5 13 0
42293,e 5 6 0
42294,e 5 9 0
42295,e 6 8 0
42296,e 6 19 0
42297,e 6 13 0
42298,e 6 14 0
42299,e 6 18 0
42300,e 6 9 0
42301,e 7 17 0
42302,e 7 15 0
42303,e 7 16 0
42304,e 8 18 0
42305,e 8 17 0
42306,e 8 9 0
42307,e 9 19 0
42308,e 9 18 0
42309,e 10 11 0
42310,e 10 17 0
42311,e 11 13 0
42312,e 11 12 0
42313,e 11 17 0
42314,e 12 14 0
42315,e 13 17 0
42316,e 13 14 0
42317,e 14 17 0
42318,e 15 16 0
42319,e 17 19 0
42320,e 18 19 0
42321,t # 453
42322,v 0 0
42323,v 1 0
42324,v 2 0
42325,v 3 0
42326,v 4 0
42327,v 5 0
42328,v 6 0
42329,v 7 0
42330,v 8 1
42331,v 9 1
42332,v 10 1
42333,v 11 1
42334,v 12 1
42335,v 13 1
42336,v 14 1
42337,v 15 1
42338,v 16 1
42339,v 17 1
42340,v 18 1
42341,v 19 1
42342,e 0 1 0
42343,e 0 8 0
42344,e 0 14 0
42345,e 1 2 0
42346,e 1 8 0
42347,e 1 6 0
42348,e 2 7 0
42349,e 2 8 0
42350,e 2 5 0
42351,e 2 14 0
42352,e 2 3 0
42353,e 2 15 0
42354,e 2 9 0
42355,e 3 15 0
42356,e 3 9 0
42357,e 4 14 0
42358,e 4 8 0
42359,e 4 5 0
42360,e 5 7 0
42361,e 5 8 0
42362,e 5 14 0
42363,e 5 6 0
42364,e 6 7 0
42365,e 7 15 0
42366,e 9 10 0
42367,e 10 11 0
42368,e 10 17 0
42369,e 11 16 0
42370,e 11 12 0
42371,e 11 18 0
42372,e 12 13 0
42373,e 12 17 0
42374,e 12 19 0
42375,e 13 18 0
42376,e 13 19 0
42377,e 15 16 0
42378,e 16 17 0
42379,e 17 18 0
42380,e 18 19 0
42381,t # 454
42382,v 0 0
42383,v 1 0
42384,v 2 0
42385,v 3 0
42386,v 4 0
42387,v 5 0
42388,v 6 0
42389,v 7 1
42390,v 8 1
42391,v 9 1
42392,v 10 1
42393,v 11 1
42394,v 12 1
42395,v 13 1
42396,v 14 1
42397,v 15 1
42398,v 16 1
42399,v 17 1
42400,v 18 1
42401,e 0 2 0
42402,e 0 1 0
42403,e 1 7 0
42404,e 1 6 0
42405,e 1 2 0
42406,e 2 8 0
42407,e 2 5 0
42408,e 2 4 0
42409,e 2 6 0
42410,e 3 13 0
42411,e 3 7 0
42412,e 3 4 0
42413,e 4 7 0
42414,e 4 13 0
42415,e 4 5 0
42416,e 4 6 0
42417,e 5 6 0
42418,e 6 14 0
42419,e 7 8 0
42420,e 8 13 0
42421,e 8 15 0
42422,e 8 9 0
42423,e 9 10 0
42424,e 9 14 0
42425,e 9 16 0
42426,e 10 11 0
42427,e 10 17 0
42428,e 10 15 0
42429,e 11 16 0
42430,e 11 12 0
42431,e 11 18 0
42432,e 12 17 0
42433,e 12 18 0
42434,e 14 15 0
42435,e 15 16 0
42436,e 16 17 0
42437,e 17 18 0
42438,t # 455
42439,v 0 0
42440,v 1 0
42441,v 2 0
42442,v 3 0
42443,v 4 0
42444,v 5 0
42445,v 6 1
42446,v 7 1
42447,v 8 1
42448,v 9 1
42449,v 10 1
42450,v 11 1
42451,v 12 1
42452,v 13 1
42453,v 14 1
42454,v 15 1
42455,v 16 1
42456,v 17 1
42457,e 0 2 0
42458,e 0 1 0
42459,e 1 2 0
42460,e 1 6 0
42461,e 1 5 0
42462,e 2 7 0
42463,e 2 5 0
42464,e 2 4 0
42465,e 3 12 0
42466,e 3 6 0
42467,e 3 4 0
42468,e 4 5 0
42469,e 4 12 0
42470,e 4 6 0
42471,e 5 13 0
42472,e 6 7 0
42473,e 7 8 0
42474,e 7 12 0
42475,e 7 14 0
42476,e 8 13 0
42477,e 8 15 0
42478,e 8 9 0
42479,e 9 10 0
42480,e 9 14 0
42481,e 9 16 0
42482,e 10 11 0
42483,e 10 17 0
42484,e 10 15 0
42485,e 11 16 0
42486,e 11 17 0
42487,e 13 14 0
42488,e 14 15 0
42489,e 15 16 0
42490,e 16 17 0
42491,t # 456
42492,v 0 0
42493,v 1 0
42494,v 2 0
42495,v 3 0
42496,v 4 0
42497,v 5 1
42498,v 6 1
42499,v 7 1
42500,v 8 1
42501,v 9 1
42502,v 10 1
42503,v 11 1
42504,v 12 1
42505,v 13 1
42506,v 14 1
42507,v 15 1
42508,v 16 1
42509,v 17 1
42510,v 18 1
42511,v 19 1
42512,v 20 1
42513,v 21 1
42514,v 22 1
42515,v 23 1
42516,v 24 1
42517,v 25 1
42518,v 26 1
42519,v 27 1
42520,v 28 1
42521,v 29 1
42522,v 30 1
42523,v 31 1
42524,v 32 1
42525,e 0 13 0
42526,e 0 2 0
42527,e 0 6 0
42528,e 0 4 0
42529,e 1 13 0
42530,e 1 4 0
42531,e 1 2 0
42532,e 1 20 0
42533,e 1 14 0
42534,e 1 6 0
42535,e 2 20 0
42536,e 2 4 0
42537,e 2 21 0
42538,e 3 24 0
42539,e 3 11 0
42540,e 3 18 0
42541,e 3 25 0
42542,e 4 28 0
42543,e 4 27 0
42544,e 5 6 0
42545,e 6 7 0
42546,e 7 8 0
42547,e 8 9 0
42548,e 9 10 0
42549,e 10 11 0
42550,e 11 32 0
42551,e 12 13 0
42552,e 14 15 0
42553,e 15 16 0
42554,e 16 17 0
42555,e 17 18 0
42556,e 18 32 0
42557,e 19 20 0
42558,e 21 22 0
42559,e 22 23 0
42560,e 23 24 0
42561,e 25 32 0
42562,e 26 27 0
42563,e 28 29 0
42564,e 29 30 0
42565,e 30 31 0
42566,e 31 32 0
42567,t # 457
42568,v 0 0
42569,v 1 0
42570,v 2 0
42571,v 3 0
42572,v 4 1
42573,v 5 1
42574,v 6 1
42575,v 7 1
42576,v 8 1
42577,v 9 1
42578,v 10 1
42579,v 11 1
42580,v 12 1
42581,v 13 1
42582,v 14 1
42583,e 0 1 0
42584,e 0 3 0
42585,e 1 2 0
42586,e 1 8 0
42587,e 1 3 0
42588,e 1 4 0
42589,e 2 3 0
42590,e 2 4 0
42591,e 2 9 0
42592,e 3 4 0
42593,e 3 14 0
42594,e 3 9 0
42595,e 4 14 0
42596,e 5 11 0
42597,e 5 6 0
42598,e 6 10 0
42599,e 6 7 0
42600,e 6 12 0
42601,e 7 13 0
42602,e 7 11 0
42603,e 7 8 0
42604,e 8 13 0
42605,e 8 12 0
42606,e 8 14 0
42607,e 9 14 0
42608,e 10 11 0
42609,e 11 12 0
42610,e 12 13 0
42611,e 13 14 0
42612,t # 458
42613,v 0 0
42614,v 1 0
42615,v 2 1
42616,v 3 1
42617,v 4 1
42618,v 5 1
42619,v 6 1
42620,v 7 1
42621,v 8 1
42622,v 9 1
42623,v 10 1
42624,v 11 1
42625,v 12 1
42626,v 13 1
42627,v 14 1
42628,v 15 1
42629,v 16 2
42630,v 17 2
42631,v 18 2
42632,v 19 2
42633,v 20 2
42634,v 21 2
42635,v 22 2
42636,v 23 2
42637,v 24 2
42638,v 25 2
42639,v 26 2
42640,v 27 2
42641,v 28 2
42642,v 29 2
42643,v 30 2
42644,v 31 2
42645,v 32 2
42646,v 33 2
42647,e 0 16 0
42648,e 0 18 0
42649,e 0 17 0
42650,e 0 19 0
42651,e 1 25 0
42652,e 1 26 0
42653,e 1 27 0
42654,e 2 10 0
42655,e 2 16 0
42656,e 2 25 0
42657,e 2 3 0
42658,e 3 16 0
42659,e 3 17 0
42660,e 3 9 0
42661,e 4 20 0
42662,e 4 12 0
42663,e 4 5 0
42664,e 4 19 0
42665,e 5 11 0
42666,e 5 22 0
42667,e 5 31 0
42668,e 5 21 0
42669,e 6 14 0
42670,e 6 7 0
42671,e 6 23 0
42672,e 6 31 0
42673,e 6 22 0
42674,e 7 24 0
42675,e 7 8 0
42676,e 7 23 0
42677,e 7 13 0
42678,e 7 15 0
42679,e 7 33 0
42680,e 8 14 0
42681,e 8 24 0
42682,e 8 15 0
42683,e 9 10 0
42684,e 9 25 0
42685,e 10 25 0
42686,e 10 26 0
42687,e 11 29 0
42688,e 11 12 0
42689,e 11 28 0
42690,e 12 30 0
42691,e 12 31 0
42692,e 13 32 0
42693,e 13 31 0
42694,e 13 14 0
42695,e 14 33 0
42696,e 14 32 0
42697,e 14 15 0
42698,e 15 33 0
42699,e 16 17 0
42700,e 16 27 0
42701,e 17 18 0
42702,e 17 27 0
42703,e 18 30 0
42704,e 18 19 0
42705,e 18 26 0
42706,e 19 20 0
42707,e 20 27 0
42708,e 20 22 0
42709,e 20 30 0
42710,e 20 21 0
42711,e 21 22 0
42712,e 21 29 0
42713,e 21 28 0
42714,e 21 27 0
42715,e 22 24 0
42716,e 23 24 0
42717,e 23 33 0
42718,e 24 32 0
42719,e 25 26 0
42720,e 27 28 0
42721,e 28 29 0
42722,e 29 30 0
42723,e 32 33 0
42724,t # 459
42725,v 0 0
42726,v 1 0
42727,v 2 0
42728,v 3 0
42729,v 4 1
42730,v 5 1
42731,v 6 1
42732,v 7 1
42733,v 8 1
42734,v 9 1
42735,v 10 1
42736,v 11 1
42737,v 12 1
42738,v 13 1
42739,v 14 1
42740,v 15 1
42741,v 16 2
42742,v 17 2
42743,v 18 2
42744,v 19 2
42745,v 20 2
42746,v 21 2
42747,v 22 2
42748,v 23 2
42749,v 24 2
42750,v 25 2
42751,v 26 2
42752,v 27 2
42753,e 0 16 0
42754,e 0 17 0
42755,e 0 1 0
42756,e 1 16 0
42757,e 1 17 0
42758,e 1 9 0
42759,e 2 15 0
42760,e 2 23 0
42761,e 2 3 0
42762,e 2 22 0
42763,e 3 23 0
42764,e 3 22 0
42765,e 4 24 0
42766,e 4 18 0
42767,e 4 5 0
42768,e 4 17 0
42769,e 4 15 0
42770,e 4 9 0
42771,e 5 10 0
42772,e 5 20 0
42773,e 5 25 0
42774,e 5 6 0
42775,e 5 19 0
42776,e 6 7 0
42777,e 6 11 0
42778,e 6 13 0
42779,e 6 20 0
42780,e 6 21 0
42781,e 6 27 0
42782,e 7 12 0
42783,e 7 14 0
42784,e 7 21 0
42785,e 7 8 0
42786,e 7 27 0
42787,e 8 13 0
42788,e 9 10 0
42789,e 9 15 0
42790,e 10 15 0
42791,e 10 23 0
42792,e 10 24 0
42793,e 11 25 0
42794,e 11 26 0
42795,e 12 13 0
42796,e 12 26 0
42797,e 12 27 0
42798,e 13 14 0
42799,e 13 27 0
42800,e 16 18 0
42801,e 16 17 0
42802,e 17 18 0
42803,e 17 20 0
42804,e 18 22 0
42805,e 18 19 0
42806,e 18 23 0
42807,e 18 26 0
42808,e 19 22 0
42809,e 19 20 0
42810,e 19 26 0
42811,e 19 21 0
42812,e 20 21 0
42813,e 21 26 0
42814,e 22 24 0
42815,e 22 23 0
42816,e 23 24 0
42817,e 24 25 0
42818,t # 460
42819,v 0 0
42820,v 1 0
42821,v 2 1
42822,v 3 1
42823,v 4 1
42824,v 5 1
42825,v 6 1
42826,v 7 1
42827,v 8 1
42828,v 9 1
42829,v 10 1
42830,v 11 1
42831,v 12 1
42832,v 13 1
42833,v 14 1
42834,v 15 1
42835,v 16 2
42836,v 17 2
42837,v 18 2
42838,v 19 2
42839,v 20 2
42840,v 21 2
42841,v 22 2
42842,v 23 2
42843,v 24 2
42844,v 25 2
42845,v 26 2
42846,v 27 2
42847,v 28 2
42848,v 29 2
42849,v 30 2
42850,v 31 2
42851,v 32 2
42852,v 33 2
42853,e 0 16 0
42854,e 0 18 0
42855,e 0 17 0
42856,e 0 19 0
42857,e 1 25 0
42858,e 1 26 0
42859,e 1 28 0
42860,e 1 27 0
42861,e 2 5 0
42862,e 2 16 0
42863,e 2 3 0
42864,e 2 4 0
42865,e 3 16 0
42866,e 3 17 0
42867,e 3 5 0
42868,e 3 4 0
42869,e 4 20 0
42870,e 4 5 0
42871,e 4 19 0
42872,e 5 7 0
42873,e 5 8 0
42874,e 5 22 0
42875,e 5 6 0
42876,e 5 21 0
42877,e 6 7 0
42878,e 6 8 0
42879,e 6 23 0
42880,e 6 22 0
42881,e 7 8 0
42882,e 7 23 0
42883,e 7 24 0
42884,e 8 24 0
42885,e 9 10 0
42886,e 9 25 0
42887,e 9 26 0
42888,e 10 11 0
42889,e 10 25 0
42890,e 10 26 0
42891,e 11 29 0
42892,e 11 12 0
42893,e 11 28 0
42894,e 12 30 0
42895,e 12 13 0
42896,e 12 31 0
42897,e 13 14 0
42898,e 13 32 0
42899,e 13 15 0
42900,e 13 31 0
42901,e 14 15 0
42902,e 14 32 0
42903,e 14 33 0
42904,e 15 33 0
42905,e 16 18 0
42906,e 16 17 0
42907,e 17 18 0
42908,e 18 19 0
42909,e 18 20 0
42910,e 18 21 0
42911,e 19 20 0
42912,e 20 22 0
42913,e 20 21 0
42914,e 21 24 0
42915,e 21 22 0
42916,e 21 23 0
42917,e 22 24 0
42918,e 22 23 0
42919,e 23 24 0
42920,e 25 26 0
42921,e 26 27 0
42922,e 27 30 0
42923,e 27 29 0
42924,e 27 28 0
42925,e 28 29 0
42926,e 29 30 0
42927,e 29 31 0
42928,e 30 32 0
42929,e 30 31 0
42930,e 31 32 0
42931,e 32 33 0
42932,t # 461
42933,v 0 0
42934,v 1 0
42935,v 2 0
42936,v 3 0
42937,v 4 1
42938,v 5 1
42939,v 6 1
42940,v 7 1
42941,v 8 1
42942,v 9 1
42943,v 10 1
42944,v 11 1
42945,v 12 1
42946,v 13 1
42947,v 14 1
42948,e 0 1 0
42949,e 0 3 0
42950,e 1 2 0
42951,e 1 8 0
42952,e 1 3 0
42953,e 1 4 0
42954,e 2 3 0
42955,e 2 4 0
42956,e 2 9 0
42957,e 3 4 0
42958,e 3 14 0
42959,e 3 9 0
42960,e 4 14 0
42961,e 5 11 0
42962,e 5 6 0
42963,e 6 10 0
42964,e 6 7 0
42965,e 6 12 0
42966,e 7 13 0
42967,e 7 11 0
42968,e 7 12 0
42969,e 7 8 0
42970,e 8 13 0
42971,e 8 12 0
42972,e 8 14 0
42973,e 9 14 0
42974,e 10 11 0
42975,e 11 12 0
42976,e 12 13 0
42977,e 13 14 0
42978,t # 462
42979,v 0 0
42980,v 1 0
42981,v 2 0
42982,v 3 0
42983,v 4 0
42984,v 5 0
42985,v 6 1
42986,v 7 1
42987,v 8 1
42988,v 9 1
42989,v 10 1
42990,v 11 1
42991,v 12 1
42992,v 13 1
42993,e 0 2 0
42994,e 0 1 0
42995,e 1 2 0
42996,e 1 3 0
42997,e 1 5 0
42998,e 2 5 0
42999,e 2 4 0
43000,e 2 6 0
43001,e 3 4 0
43002,e 4 5 0
43003,e 5 13 0
43004,e 6 13 0
43005,e 6 7 0
43006,e 6 11 0
43007,e 6 12 0
43008,e 7 10 0
43009,e 7 11 0
43010,e 7 12 0
43011,e 7 8 0
43012,e 8 10 0
43013,e 8 11 0
43014,e 8 9 0
43015,e 9 10 0
43016,e 10 11 0
43017,e 11 12 0
43018,e 12 13 0
43019,t # 463
43020,v 0 0
43021,v 1 0
43022,v 2 0
43023,v 3 0
43024,v 4 1
43025,v 5 1
43026,v 6 1
43027,v 7 1
43028,v 8 1
43029,v 9 1
43030,v 10 2
43031,v 11 2
43032,v 12 2
43033,v 13 2
43034,v 14 2
43035,v 15 2
43036,v 16 2
43037,v 17 2
43038,v 18 2
43039,v 19 2
43040,e 0 10 0
43041,e 0 1 0
43042,e 0 3 0
43043,e 1 10 0
43044,e 1 3 0
43045,e 2 10 0
43046,e 2 3 0
43047,e 3 10 0
43048,e 3 15 0
43049,e 4 5 0
43050,e 4 11 0
43051,e 4 15 0
43052,e 4 12 0
43053,e 4 16 0
43054,e 5 7 0
43055,e 5 12 0
43056,e 5 13 0
43057,e 5 6 0
43058,e 5 9 0
43059,e 6 8 0
43060,e 6 19 0
43061,e 6 13 0
43062,e 6 14 0
43063,e 6 18 0
43064,e 6 9 0
43065,e 7 17 0
43066,e 7 15 0
43067,e 7 16 0
43068,e 8 18 0
43069,e 8 17 0
43070,e 8 9 0
43071,e 9 19 0
43072,e 9 18 0
43073,e 10 11 0
43074,e 10 17 0
43075,e 11 13 0
43076,e 11 12 0
43077,e 11 17 0
43078,e 12 14 0
43079,e 13 17 0
43080,e 13 14 0
43081,e 14 17 0
43082,e 15 16 0
43083,e 17 19 0
43084,e 18 19 0
43085,t # 464
43086,v 0 0
43087,v 1 0
43088,v 2 0
43089,v 3 0
43090,v 4 1
43091,v 5 1
43092,v 6 1
43093,v 7 1
43094,v 8 1
43095,v 9 1
43096,v 10 1
43097,v 11 1
43098,v 12 2
43099,v 13 2
43100,v 14 2
43101,v 15 2
43102,v 16 2
43103,v 17 2
43104,v 18 2
43105,v 19 2
43106,v 20 2
43107,v 21 2
43108,v 22 2
43109,v 23 2
43110,v 24 2
43111,v 25 2
43112,v 26 2
43113,v 27 2
43114,v 28 2
43115,v 29 2
43116,v 30 2
43117,v 31 2
43118,v 32 2
43119,v 33 2
43120,v 34 2
43121,v 35 2
43122,v 36 2
43123,v 37 2
43124,v 38 2
43125,v 39 2
43126,v 40 2
43127,v 41 2
43128,v 42 2
43129,v 43 2
43130,v 44 2
43131,v 45 2
43132,v 46 2
43133,v 47 2
43134,v 48 2
43135,v 49 2
43136,v 50 2
43137,v 51 2
43138,e 0 13 0
43139,e 0 16 0
43140,e 0 22 0
43141,e 1 16 0
43142,e 1 17 0
43143,e 1 4 0
43144,e 1 21 0
43145,e 2 16 0
43146,e 2 18 0
43147,e 2 17 0
43148,e 2 12 0
43149,e 2 22 0
43150,e 3 14 0
43151,e 3 23 0
43152,e 3 19 0
43153,e 4 16 0
43154,e 4 12 0
43155,e 4 7 0
43156,e 4 21 0
43157,e 5 13 0
43158,e 5 7 0
43159,e 5 17 0
43160,e 6 7 0
43161,e 6 18 0
43162,e 6 14 0
43163,e 7 15 0
43164,e 7 19 0
43165,e 8 45 0
43166,e 8 41 0
43167,e 8 48 0
43168,e 8 11 0
43169,e 8 49 0
43170,e 9 41 0
43171,e 9 11 0
43172,e 9 49 0
43173,e 10 41 0
43174,e 10 11 0
43175,e 10 50 0
43176,e 11 51 0
43177,e 12 18 0
43178,e 12 17 0
43179,e 13 16 0
43180,e 13 17 0
43181,e 14 18 0
43182,e 14 15 0
43183,e 14 19 0
43184,e 15 19 0
43185,e 16 20 0
43186,e 18 19 0
43187,e 20 26 0
43188,e 20 24 0
43189,e 21 25 0
43190,e 22 24 0
43191,e 22 26 0
43192,e 23 30 0
43193,e 23 31 0
43194,e 23 27 0
43195,e 24 30 0
43196,e 24 28 0
43197,e 25 29 0
43198,e 25 33 0
43199,e 26 30 0
43200,e 27 35 0
43201,e 27 31 0
43202,e 28 34 0
43203,e 28 32 0
43204,e 29 37 0
43205,e 29 33 0
43206,e 30 34 0
43207,e 31 35 0
43208,e 32 38 0
43209,e 32 36 0
43210,e 33 37 0
43211,e 33 36 0
43212,e 34 38 0
43213,e 34 39 0
43214,e 34 35 0
43215,e 35 39 0
43216,e 36 40 0
43217,e 37 41 0
43218,e 38 39 0
43219,e 38 42 0
43220,e 39 43 0
43221,e 40 45 0
43222,e 40 44 0
43223,e 41 45 0
43224,e 42 46 0
43225,e 42 48 0
43226,e 42 44 0
43227,e 43 51 0
43228,e 43 47 0
43229,e 43 50 0
43230,e 44 48 0
43231,e 45 49 0
43232,e 46 48 0
43233,e 46 51 0
43234,e 46 47 0
43235,e 46 50 0
43236,e 47 51 0
43237,t # 465
43238,v 0 0
43239,v 1 0
43240,v 2 0
43241,v 3 0
43242,v 4 0
43243,v 5 0
43244,v 6 1
43245,v 7 1
43246,v 8 1
43247,v 9 1
43248,v 10 1
43249,v 11 1
43250,v 12 1
43251,v 13 1
43252,v 14 1
43253,v 15 1
43254,v 16 1
43255,v 17 1
43256,v 18 1
43257,v 19 1
43258,e 0 1 0
43259,e 0 4 0
43260,e 1 2 0
43261,e 1 3 0
43262,e 1 6 0
43263,e 2 3 0
43264,e 2 4 0
43265,e 2 9 0
43266,e 2 6 0
43267,e 3 4 0
43268,e 4 13 0
43269,e 5 13 0
43270,e 5 16 0
43271,e 5 6 0
43272,e 5 9 0
43273,e 6 16 0
43274,e 6 9 0
43275,e 7 10 0
43276,e 7 8 0
43277,e 7 17 0
43278,e 8 11 0
43279,e 8 18 0
43280,e 9 10 0
43281,e 9 13 0
43282,e 9 17 0
43283,e 10 14 0
43284,e 10 16 0
43285,e 11 15 0
43286,e 11 12 0
43287,e 11 19 0
43288,e 12 19 0
43289,e 12 18 0
43290,e 13 16 0
43291,e 14 17 0
43292,e 14 15 0
43293,e 15 18 0
43294,e 16 17 0
43295,e 18 19 0
43296,t # 466
43297,v 0 0
43298,v 1 0
43299,v 2 0
43300,v 3 0
43301,v 4 0
43302,v 5 0
43303,v 6 1
43304,v 7 1
43305,v 8 1
43306,v 9 1
43307,v 10 1
43308,v 11 1
43309,v 12 1
43310,v 13 1
43311,v 14 1
43312,v 15 1
43313,v 16 1
43314,v 17 1
43315,v 18 1
43316,v 19 1
43317,e 0 5 0
43318,e 0 1 0
43319,e 0 3 0
43320,e 0 4 0
43321,e 1 13 0
43322,e 1 6 0
43323,e 1 3 0
43324,e 1 5 0
43325,e 2 13 0
43326,e 2 6 0
43327,e 2 9 0
43328,e 3 6 0
43329,e 3 4 0
43330,e 4 13 0
43331,e 4 5 0
43332,e 5 13 0
43333,e 5 16 0
43334,e 6 16 0
43335,e 6 9 0
43336,e 7 10 0
43337,e 7 8 0
43338,e 7 17 0
43339,e 8 11 0
43340,e 8 18 0
43341,e 9 10 0
43342,e 9 13 0
43343,e 9 17 0
43344,e 10 14 0
43345,e 10 17 0
43346,e 10 16 0
43347,e 11 15 0
43348,e 11 12 0
43349,e 11 19 0
43350,e 12 19 0
43351,e 12 18 0
43352,e 13 16 0
43353,e 14 17 0
43354,e 14 15 0
43355,e 15 18 0
43356,e 16 17 0
43357,e 18 19 0
43358,t # 467
43359,v 0 0
43360,v 1 0
43361,v 2 0
43362,v 3 0
43363,v 4 0
43364,v 5 0
43365,v 6 1
43366,v 7 1
43367,v 8 1
43368,v 9 1
43369,v 10 1
43370,v 11 1
43371,v 12 1
43372,v 13 1
43373,v 14 1
43374,v 15 1
43375,v 16 1
43376,v 17 1
43377,v 18 1
43378,v 19 1
43379,e 0 1 0
43380,e 0 4 0
43381,e 1 6 0
43382,e 1 3 0
43383,e 2 13 0
43384,e 2 5 0
43385,e 2 6 0
43386,e 2 9 0
43387,e 3 4 0
43388,e 4 13 0
43389,e 4 6 0
43390,e 5 13 0
43391,e 5 6 0
43392,e 5 16 0
43393,e 6 16 0
43394,e 6 9 0
43395,e 7 10 0
43396,e 7 8 0
